"","Agno","Grado","rbd","Grupo_socioeconomico","PtjeLectura","PtjeMatematica","Autoestima","Convivencia","HabitosSaludables","FormacionCiudadana","Desempeno"
"19079",2017,"4b",10405,"Bajo",245,222,77.4374310697565,76.9097092918435,60.8013171894316,81.490433680866,"INSUFICIENTE"
"19080",2017,"4b",956,"Bajo",0,0,94.3434640927164,88.0213036617765,83.655803991173,89.0022330344408,"SIN CATEGORIA: BAJA MATRICULA"
"19081",2017,"4b",4786,"Medio bajo",257,261,83.2662286462314,86.3824821097687,77.6537303357958,87.8665139667804,"MEDIO"
"19082",2017,"4b",4786,"Medio bajo",257,261,83.2662286462314,86.3824821097687,77.6537303357958,87.8665139667804,"ALTO"
"19083",2017,"4b",2284,"Medio",260,264,78.3672591338408,78.9577118623975,71.1338706348647,84.8527561066554,"MEDIO"
"19084",2017,"4b",6575,"Bajo",266,224,76.5226788235335,71.420587556077,72.6600643119208,77.5782527041132,"MEDIO"
"19085",2017,"4b",6575,"Bajo",266,224,76.5226788235335,71.420587556077,72.6600643119208,77.5782527041132,"SIN CATEGORIA: BAJA MATRICULA"
"19086",2017,"4b",10559,"Bajo",227,216,74.9741684126524,64.4486735679547,62.3656790029693,73.8269064144872,"INSUFICIENTE"
"19087",2017,"4b",10559,"Bajo",227,216,74.9741684126524,64.4486735679547,62.3656790029693,73.8269064144872,"MEDIO-BAJO"
"19088",2017,"4b",3612,"Bajo",325,284,69.2672148762927,77.2118710720617,78.1791829066537,76.7931051884871,"SIN CATEGORIA: BAJA MATRICULA"
"19089",2017,"4b",4940,"Medio bajo",0,0,85.1125311898737,95.4583421572341,94.631836950152,100,"SIN CATEGORIA: BAJA MATRICULA"
"19090",2017,"4b",8095,NA,NA,NA,NA,NA,NA,NA,"SIN CATEGORIA: BAJA MATRICULA"
"19091",2017,"4b",12079,"Bajo",210,205,71.4555960957022,71.1372435379591,64.7533223003302,76.927093536782,"INSUFICIENTE"
"19092",2017,"4b",3266,"Bajo",257,234,79.2946610669533,73.1324687492404,75.9162503565512,82.392953366997,"MEDIO"
"19093",2017,"4b",3266,"Bajo",257,234,79.2946610669533,73.1324687492404,75.9162503565512,82.392953366997,"ALTO"
"19094",2017,"4b",4594,"Medio bajo",250,248,73.0106536321322,71.1113332530388,65.6877822896155,76.6120102877738,"MEDIO"
"19095",2017,"4b",672,"Medio bajo",253,230,65.4061875274281,68.7487337369002,71.1190378903636,75.5214352688568,"MEDIO-BAJO"
"19096",2017,"4b",672,"Medio bajo",253,230,65.4061875274281,68.7487337369002,71.1190378903636,75.5214352688568,"MEDIO"
"19097",2017,"4b",24230,"Medio",290,278,70.1156339708874,77.3115107913476,69.455994051276,75.0721389462556,"ALTO"
"19098",2017,"4b",7250,"Medio bajo",275,221,69.9684917486538,76.097329365891,69.8916992165977,83.1720692185988,"MEDIO"
"19099",2017,"4b",24906,"Medio alto",266,253,64.9314607547166,69.9962565792817,69.4958759233161,67.6765050429579,"SIN CATEGORIA: BAJA MATRICULA"
"19100",2017,"4b",24906,"Medio alto",266,253,64.9314607547166,69.9962565792817,69.4958759233161,67.6765050429579,"MEDIO-BAJO"
"19101",2017,"4b",24906,"Medio alto",266,253,64.9314607547166,69.9962565792817,69.4958759233161,67.6765050429579,"MEDIO"
"19102",2017,"4b",25988,"Medio bajo",266,274,73.7080400345624,66.8539113822552,63.9865071814115,74.2342411264965,"ALTO"
"19103",2017,"4b",25988,"Medio bajo",266,274,73.7080400345624,66.8539113822552,63.9865071814115,74.2342411264965,"MEDIO"
"19104",2017,"4b",9277,"Alto",297,303,75.9475941673033,81.0755187255946,79.4049527883632,82.2324365993385,"MEDIO"
"19105",2017,"4b",20392,"Medio",256,215,76.8523043562167,64.2745808033817,72.9787751383708,81.2850724489043,"SIN CATEGORIA: BAJA MATRICULA"
"19106",2017,"4b",20392,"Medio",256,215,76.8523043562167,64.2745808033817,72.9787751383708,81.2850724489043,"MEDIO-BAJO"
"19107",2017,"4b",2330,"Medio bajo",246,238,72.8654278764927,67.3035724620837,61.8824417558928,72.1486852536519,"MEDIO"
"19108",2017,"4b",7396,"Medio bajo",269,257,78.2293928576074,NA,71.4274369825705,82.2273638918847,"MEDIO"
"19109",2017,"4b",326,"Medio bajo",247,247,75.7960140755014,76.4572190634824,70.6020185530577,78.9230142475,"MEDIO-BAJO"
"19110",2017,"4b",326,"Medio bajo",247,247,75.7960140755014,76.4572190634824,70.6020185530577,78.9230142475,"MEDIO"
"19111",2017,"4b",10359,"Medio bajo",255,253,71.4080610980027,69.5174139777755,64.7493248924337,76.1772464517603,"MEDIO"
"19112",2017,"4b",10359,"Medio bajo",255,253,71.4080610980027,69.5174139777755,64.7493248924337,76.1772464517603,"MEDIO-BAJO"
"19113",2017,"4b",11687,"Bajo",260,281,72.7251051011399,77.212268716186,72.033935065081,79.5508111300347,"INSUFICIENTE"
"19114",2017,"4b",11687,"Bajo",260,281,72.7251051011399,77.212268716186,72.033935065081,79.5508111300347,"MEDIO"
"19115",2017,"4b",3658,"Bajo",263,245,72.8842100946864,71.9889338666609,72.030708048147,73.6558219572584,"MEDIO"
"19116",2017,"4b",4986,"Bajo",227,219,70.1270187457189,66.1207132240569,62.5789934068071,73.1844852127657,"INSUFICIENTE"
"19117",2017,"4b",4986,"Bajo",227,219,70.1270187457189,66.1207132240569,62.5789934068071,73.1844852127657,"MEDIO-BAJO"
"19118",2017,"4b",7949,"Bajo",289,212,73.116818873695,78.280238718936,72.0686172790026,70.9778123459931,"SIN CATEGORIA: BAJA MATRICULA"
"19119",2017,"4b",22112,NA,NA,NA,NA,NA,NA,NA,"SIN CATEGORIA: BAJA MATRICULA"
"19120",2017,"4b",3128,"Medio bajo",271,283,75.268769594226,75.2143093868969,73.9772437457625,77.7282230005796,"MEDIO"
"19121",2017,"4b",13545,"Medio bajo",244,241,71.3151171878043,74.1003204555776,68.3162841530205,72.9206362804147,"MEDIO-BAJO"
"19122",2017,"4b",13545,"Medio bajo",244,241,71.3151171878043,74.1003204555776,68.3162841530205,72.9206362804147,"MEDIO"
"19123",2017,"4b",2138,"Bajo",206,208,67.4369644589349,61.2685498327065,65.3222335502675,73.6894200387452,"INSUFICIENTE"
"19124",2017,"4b",3466,"Bajo",248,231,72.3195336666587,67.0488459092819,55.8669488429941,73.7005010561559,"MEDIO-BAJO"
"19125",2017,"4b",3466,"Bajo",248,231,72.3195336666587,67.0488459092819,55.8669488429941,73.7005010561559,"MEDIO"
"19126",2017,"4b",1700,"Medio bajo",265,285,73.6376805886604,78.9155797700359,66.302397534606,77.814074874112,"MEDIO"
"19127",2017,"4b",11979,"Bajo",232,228,68.9704452972865,71.7860237708072,61.3861458391844,78.6181143519013,"MEDIO-BAJO"
"19128",2017,"4b",11979,"Bajo",232,228,68.9704452972865,71.7860237708072,61.3861458391844,78.6181143519013,"INSUFICIENTE"
"19129",2017,"4b",25842,"Alto",298,279,82.1471320354865,75.6558481749537,75.1472422105033,83.8592291830572,"MEDIO"
"19130",2017,"4b",6022,"Bajo",0,0,68.1322837700293,71.4782298743226,60.159997321764,64.8883011632715,"SIN CATEGORIA: BAJA MATRICULA"
"19131",2017,"4b",3028,"Bajo",238,211,86.7859460198691,72.2298209701012,79.4152489519925,88.2349671150777,"SIN CATEGORIA: BAJA MATRICULA"
"19132",2017,"4b",3028,"Bajo",238,211,86.7859460198691,72.2298209701012,79.4152489519925,88.2349671150777,"MEDIO"
"19133",2017,"4b",4356,"Medio bajo",220,226,71.5666715752503,67.9595579180556,64.8827006825353,69.2810905144023,"MEDIO-BAJO"
"19134",2017,"4b",4356,"Medio bajo",220,226,71.5666715752503,67.9595579180556,64.8827006825353,69.2810905144023,"INSUFICIENTE"
"19135",2017,"4b",15809,"Medio",260,259,78.996358994718,83.3934055050282,77.8541909312584,86.8828056766705,"MEDIO-BAJO"
"19136",2017,"4b",15809,"Medio",260,259,78.996358994718,83.3934055050282,77.8541909312584,86.8828056766705,"MEDIO"
"19137",2017,"4b",864,"Bajo",0,0,81.9434008400732,87.6303770052302,70.4672089416025,83.3224021233022,"SIN CATEGORIA: BAJA MATRICULA"
"19138",2017,"4b",10651,"Medio bajo",253,243,74.1651577377748,75.0845153059006,67.3928151239469,77.8433528774341,"MEDIO-BAJO"
"19139",2017,"4b",3366,"Medio",291,271,81.7302314894716,84.118153337947,81.552179799764,90.1431175616221,"SIN CATEGORIA: BAJA MATRICULA"
"19140",2017,"4b",4694,"Alto",313,296,74.3353965757627,77.9044396513895,78.5657784011079,78.7616023278167,"ALTO"
"19141",2017,"4b",4694,"Alto",313,296,74.3353965757627,77.9044396513895,78.5657784011079,78.7616023278167,"MEDIO"
"19142",2017,"4b",24322,"Medio alto",0,0,61.0454103863734,70.1730638152855,50.9743312168428,44.1177412946492,"SIN CATEGORIA: BAJA MATRICULA"
"19143",2017,"4b",12171,"Medio",263,236,74.4643776360453,74.5414896491891,69.8420009718591,81.2340035401724,"MEDIO-BAJO"
"19144",2017,"4b",25650,"Alto",315,315,79.8066485978924,82.8264334203107,80.5146494135947,83.0485717181323,"ALTO"
"19145",2017,"4b",2092,"Medio bajo",235,217,79.1410970241695,84.5064859500573,75.945565197202,82.6563569265805,"MEDIO"
"19146",2017,"4b",3174,"Medio bajo",255,253,79.2041436446892,80.8383776182227,71.7461680056797,86.9833534758955,"ALTO"
"19147",2017,"4b",3174,"Medio bajo",255,253,79.2041436446892,80.8383776182227,71.7461680056797,86.9833534758955,"MEDIO"
"19148",2017,"4b",22158,"Bajo",228,215,73.2195197386951,66.594440417942,62.7686454470004,63.3354840476497,"SIN CATEGORIA: BAJA MATRICULA"
"19149",2017,"4b",3320,"Bajo",291,246,72.3068786628111,62.1669675396082,65.4954778289035,74.5144990331131,"SIN CATEGORIA: BAJA MATRICULA"
"19150",2017,"4b",2238,"Medio bajo",284,272,78.6391801068289,82.6655552561508,85.0439083549411,80.4914175914419,"SIN CATEGORIA: BAJA MATRICULA"
"19151",2017,"4b",2238,"Medio bajo",284,272,78.6391801068289,82.6655552561508,85.0439083549411,80.4914175914419,"MEDIO"
"19152",2017,"4b",12025,"Alto",305,305,72.5700517505202,76.0752921780339,69.7416468901397,74.8968528836194,"ALTO"
"19153",2017,"4b",24960,"Medio",254,251,69.8697086207639,71.3940029452623,68.6615620183339,69.6729211726892,"MEDIO"
"19154",2017,"4b",4402,"Bajo",223,206,71.4739173242561,NA,70.340827575194,91.943578007724,"SIN CATEGORIA: BAJA MATRICULA"
"19155",2017,"4b",5730,"Bajo",218,201,76.0543149080014,73.7793672320839,72.7293089387542,79.1015504422448,"MEDIO"
"19156",2017,"4b",664,"Medio bajo",283,289,85.492070177469,89.7538011256426,88.3494515512579,91.2599264132841,"ALTO"
"19157",2017,"4b",910,"Medio",0,0,72.0740854930521,70.1339213082776,78.9772628436139,82.3417024280053,"SIN CATEGORIA: BAJA MATRICULA"
"19158",2017,"4b",4648,"Medio",249,222,77.2822639165412,71.8879076398411,68.0497369650521,77.0845670918303,"MEDIO"
"19159",2017,"4b",4648,"Medio",249,222,77.2822639165412,71.8879076398411,68.0497369650521,77.0845670918303,"MEDIO-BAJO"
"19160",2017,"4b",24714,"Medio bajo",255,257,79.2465972970194,64.0486448756805,63.9075794023426,74.5423929506574,"MEDIO"
"19161",2017,"4b",5799,"Medio bajo",0,0,86.1111346951018,84.3743840680436,72.1419922137081,83.504031504762,"SIN CATEGORIA: BAJA MATRICULA"
"19162",2017,"4b",226,"Medio",313,283,79.9822818449858,78.5340508337366,74.232124052594,80.5560962649761,"MEDIO-BAJO"
"19163",2017,"4b",226,"Medio",313,283,79.9822818449858,78.5340508337366,74.232124052594,80.5560962649761,"MEDIO"
"19164",2017,"4b",8455,"Medio alto",278,262,74.7271861656926,79.0558079041351,74.1754635066354,82.4454333134779,"MEDIO"
"19165",2017,"4b",2622,"Medio",0,0,82.561400286877,NA,81.8307554265247,84.1246594827105,"SIN CATEGORIA: BAJA MATRICULA"
"19166",2017,"4b",22756,"Medio",265,269,74.6841074294662,79.4791204866233,75.2871829079872,79.5376346368123,"ALTO"
"19167",2017,"4b",22756,"Medio",265,269,74.6841074294662,79.4791204866233,75.2871829079872,79.5376346368123,"MEDIO"
"19168",2017,"4b",5776,"Medio bajo",248,219,73.543465524746,77.6155490141171,76.8788089727118,79.6166800964989,"SIN CATEGORIA: BAJA MATRICULA"
"19169",2017,"4b",15594,"Medio",236,211,70.4458918291405,76.3583091776949,71.1076392235217,80.0006344325081,"INSUFICIENTE"
"19170",2017,"4b",3735,"Medio",279,278,76.1882940325293,74.8666207701944,72.0226981425615,75.698904287138,"ALTO"
"19171",2017,"4b",3735,"Medio",279,278,76.1882940325293,74.8666207701944,72.0226981425615,75.698904287138,"MEDIO"
"19172",2017,"4b",8241,"Medio bajo",289,269,80.4131017707011,79.8029701356515,79.9655840094067,88.7417266581623,"MEDIO"
"19173",2017,"4b",8241,"Medio bajo",289,269,80.4131017707011,79.8029701356515,79.9655840094067,88.7417266581623,"ALTO"
"19174",2017,"4b",8739,"Medio alto",279,273,64.1897921065405,72.6865947621908,72.9362467494676,72.3668054824558,"ALTO"
"19175",2017,"4b",8739,"Medio alto",279,273,64.1897921065405,72.6865947621908,72.9362467494676,72.3668054824558,"MEDIO"
"19176",2017,"4b",22258,"Bajo",201,199,79.7512820383641,72.2305312570003,56.5592395328116,80.9644368607044,"SIN CATEGORIA: BAJA MATRICULA"
"19177",2017,"4b",1577,"Medio bajo",226,224,73.6439676598511,70.928214416935,72.2310609609011,81.00735692583,"MEDIO-BAJO"
"19178",2017,"4b",11395,"Medio alto",0,0,77.6933185752239,96.2325813617891,81.9887566018149,96.0278631651735,"SIN CATEGORIA: BAJA MATRICULA"
"19179",2017,"4b",20100,"Medio",252,254,71.9427673514232,75.7447273251339,72.8895088960377,79.1704401172947,"SIN CATEGORIA: BAJA MATRICULA"
"19180",2017,"4b",20100,"Medio",252,254,71.9427673514232,75.7447273251339,72.8895088960377,79.1704401172947,"MEDIO-BAJO (NUEVO)"
"19181",2017,"4b",10897,"Bajo",0,0,48.4312177842276,NA,38.1710712583198,52.3965357358094,"SIN CATEGORIA: BAJA MATRICULA"
"19182",2017,"4b",7173,"Bajo",288,248,80.3720586651923,83.1170282981802,87.2006355292333,88.9051803898868,"SIN CATEGORIA: BAJA MATRICULA"
"19183",2017,"4b",10090,"Medio bajo",306,313,87.1403376841466,86.5884363616945,80.4980446638919,92.0422305719915,"MEDIO"
"19184",2017,"4b",10090,"Medio bajo",306,313,87.1403376841466,86.5884363616945,80.4980446638919,92.0422305719915,"ALTO"
"19185",2017,"4b",22496,"Bajo",253,243,57.175255283168,63.5622846931803,57.456461583993,60.8085257383425,"MEDIO"
"19186",2017,"4b",9500,"Medio alto",270,279,74.4925934757861,77.5427923297787,76.1451328941537,74.8253450531839,"ALTO"
"19187",2017,"4b",9500,"Medio alto",270,279,74.4925934757861,77.5427923297787,76.1451328941537,74.8253450531839,"MEDIO"
"19188",2017,"4b",14504,"Medio",262,246,68.8141145160168,69.5954969058472,70.5673399621784,68.2146185427084,"MEDIO"
"19189",2017,"4b",5086,"Bajo",284,236,79.6882729003698,84.0977181189619,83.377548645167,84.9397330990328,"MEDIO-BAJO"
"19190",2017,"4b",5086,"Bajo",284,236,79.6882729003698,84.0977181189619,83.377548645167,84.9397330990328,"MEDIO"
"19191",2017,"4b",3927,"Medio bajo",0,0,57.8639802185252,76.9021230640247,NA,59.1911409544469,"SIN CATEGORIA: BAJA MATRICULA"
"19192",2017,"4b",6844,"Alto",287,300,72.3107972138667,75.5575712489886,72.6285437164176,72.4465937035806,"ALTO"
"19193",2017,"4b",6583,"Bajo",264,196,78.7519871852422,76.037950405742,72.8328969723439,84.0140120794546,"SIN CATEGORIA: BAJA MATRICULA"
"19194",2017,"4b",25481,"Medio alto",274,263,70.2950202608952,67.5766466291721,67.6737420445424,73.994726542095,"MEDIO-BAJO"
"19195",2017,"4b",15855,"Medio",267,264,74.5870649075921,78.3136224523083,72.2432786265901,79.1764271347305,"MEDIO"
"19196",2017,"4b",15855,"Medio",267,264,74.5870649075921,78.3136224523083,72.2432786265901,79.1764271347305,"MEDIO-BAJO"
"19197",2017,"4b",2859,"Medio bajo",262,261,74.4753275458504,75.6258624064804,72.3015222264627,80.5724619997818,"ALTO"
"19198",2017,"4b",2859,"Medio bajo",262,261,74.4753275458504,75.6258624064804,72.3015222264627,80.5724619997818,"MEDIO"
"19199",2017,"4b",1248,"Medio bajo",220,217,80.6072019753523,74.6100583384204,78.1241906685051,88.3881901371393,"MEDIO-BAJO"
"19200",2017,"4b",1248,"Medio bajo",220,217,80.6072019753523,74.6100583384204,78.1241906685051,88.3881901371393,"INSUFICIENTE"
"19201",2017,"4b",10113,"Medio bajo",263,248,73.3345288816144,69.8824344659373,63.7941040683151,75.2400175276764,"MEDIO-BAJO"
"19202",2017,"4b",818,"Medio",0,0,65.7176757054076,81.8730592704031,72.0666951836055,76.6428596093122,"SIN CATEGORIA: BAJA MATRICULA"
"19203",2017,"4b",16470,"Alto",321,307,69.077298203292,73.6621218196582,68.8049487311377,71.061770713443,"ALTO"
"19204",2017,"4b",25175,"Alto",288,293,69.3624569202271,75.2204555694196,68.8833998043045,73.6595058941725,"MEDIO"
"19205",2017,"4b",25175,"Alto",288,293,69.3624569202271,75.2204555694196,68.8833998043045,73.6595058941725,"MEDIO-BAJO"
"19206",2017,"4b",3904,"Bajo",274,270,68.4503738814347,77.3083068817392,85.9896848256427,80.6563585046527,"SIN CATEGORIA: BAJA MATRICULA"
"19207",2017,"4b",203,"Medio bajo",242,224,70.7035824020288,74.1074542096208,66.3933540754096,74.8144067857507,"MEDIO-BAJO"
"19208",2017,"4b",2453,"Medio",257,260,75.7206334123393,77.6626876237863,73.1804328985679,82.1134600545941,"MEDIO"
"19209",2017,"4b",5109,"Bajo",269,252,82.0896298213492,78.6272438973401,71.3402536769394,79.6687574253559,"MEDIO"
"19210",2017,"4b",3804,"Bajo",252,252,72.8352650726358,78.5573217436451,80.0491362433102,86.9467180719225,"ALTO"
"19211",2017,"4b",10705,"Medio",269,258,72.6769107259896,76.209018036906,67.83914880913,78.4393164191603,"MEDIO-BAJO"
"19212",2017,"4b",10705,"Medio",269,258,72.6769107259896,76.209018036906,67.83914880913,78.4393164191603,"MEDIO"
"19213",2017,"4b",134,"Medio",227,207,66.4476451901914,66.566146020953,61.6781164597782,69.0666365086575,"INSUFICIENTE"
"19214",2017,"4b",134,"Medio",227,207,66.4476451901914,66.566146020953,61.6781164597782,69.0666365086575,"MEDIO-BAJO"
"19215",2017,"4b",6460,"Medio bajo",244,239,76.3323503614675,76.2549805153955,59.1931179537792,74.3241922511143,"MEDIO"
"19216",2017,"4b",6460,"Medio bajo",244,239,76.3323503614675,76.2549805153955,59.1931179537792,74.3241922511143,"MEDIO-BAJO"
"19217",2017,"4b",8547,"Medio",252,231,77.6426840429283,73.1512824316373,67.9219921426582,80.8792146604476,"MEDIO-BAJO"
"19218",2017,"4b",8547,"Medio",252,231,77.6426840429283,73.1512824316373,67.9219921426582,80.8792146604476,"INSUFICIENTE"
"19219",2017,"4b",12632,"Medio bajo",246,236,70.683855196551,69.8961648356172,67.2047164120071,74.6137183274727,"MEDIO-BAJO"
"19220",2017,"4b",12632,"Medio bajo",246,236,70.683855196551,69.8961648356172,67.2047164120071,74.6137183274727,"INSUFICIENTE"
"19221",2017,"4b",1385,"Medio bajo",224,232,69.7751599318049,69.1614523371389,68.0236743766534,74.6919322752262,"MEDIO-BAJO"
"19222",2017,"4b",5470,"Medio bajo",259,263,73.2613453458615,71.3599127696917,68.9176220120001,76.2212426511509,"MEDIO"
"19223",2017,"4b",8126,"Bajo",335,270,76.7611392581435,91.0115548570215,75.6796874990129,85.4750787953771,"SIN CATEGORIA: BAJA MATRICULA"
"19224",2017,"4b",8126,"Bajo",335,270,76.7611392581435,91.0115548570215,75.6796874990129,85.4750787953771,"ALTO"
"19225",2017,"4b",8049,"Medio",265,240,68.6277709594064,72.89314605134,71.7576268615937,74.1557609507357,"MEDIO"
"19226",2017,"4b",8049,"Medio",265,240,68.6277709594064,72.89314605134,71.7576268615937,74.1557609507357,"ALTO"
"19227",2017,"4b",25367,"Medio",282,265,75.3266944314627,77.5275584292024,73.3476015831037,79.1667526123034,"MEDIO"
"19228",2017,"4b",11203,"Medio alto",256,254,68.8026278662813,74.8623703671505,69.7875100620763,74.366611316492,"MEDIO-BAJO"
"19229",2017,"4b",11203,"Medio alto",256,254,68.8026278662813,74.8623703671505,69.7875100620763,74.366611316492,"MEDIO"
"19230",2017,"4b",5493,"Bajo",277,195,63.92616900663,68.4910651123314,68.7310047738466,74.5896807133889,"MEDIO"
"19231",2017,"4b",8149,"Bajo",0,0,80.7987447499978,68.225272323163,75.404184655011,71.3173944480086,"SIN CATEGORIA: BAJA MATRICULA"
"19232",2017,"4b",12846,"Alto",321,307,74.8093017696838,78.9007374506018,74.0045186100583,76.8840037228768,"MEDIO"
"19233",2017,"4b",12846,"Alto",321,307,74.8093017696838,78.9007374506018,74.0045186100583,76.8840037228768,"ALTO"
"19234",2017,"4b",20008,"Medio bajo",252,252,79.3077762232739,77.9745016871015,73.1987329716334,85.0571831035927,"MEDIO-BAJO"
"19235",2017,"4b",20008,"Medio bajo",252,252,79.3077762232739,77.9745016871015,73.1987329716334,85.0571831035927,"MEDIO"
"19236",2017,"4b",5868,"Bajo",282,217,83.1884318379626,79.2833614343351,75.8927597558139,79.8534335300738,"MEDIO"
"19237",2017,"4b",25344,"Bajo",211,200,73.3017050368517,70.7249297789526,72.0927638951511,80.2162067563608,"MEDIO-BAJO"
"19238",2017,"4b",25344,"Bajo",211,200,73.3017050368517,70.7249297789526,72.0927638951511,80.2162067563608,"INSUFICIENTE"
"19239",2017,"4b",5178,"Bajo",0,0,59.4205947886492,80.9568900290479,69.7896014048155,84.267646715523,"SIN CATEGORIA: BAJA MATRICULA"
"19240",2017,"4b",7834,"Medio bajo",288,277,83.4839008231982,80.9498925591895,90.5843849193631,93.1033119699295,"MEDIO"
"19241",2017,"4b",11,"Medio bajo",237,229,73.4139279918405,70.713671553338,67.3291062467171,78.8554122254049,"MEDIO"
"19242",2017,"4b",4096,"Bajo",275,158,74.1325960811674,80.9426034699027,70.0046772893528,82.8498874988027,"SIN CATEGORIA: BAJA MATRICULA"
"19243",2017,"4b",19908,"Alto",314,323,78.6139658956431,78.9281071384024,80.3345532239658,82.6989495841478,"ALTO"
"19244",2017,"4b",9998,"Medio bajo",237,218,75.9574244641168,72.1464551043338,65.8669189931968,78.2109458574117,"MEDIO-BAJO"
"19245",2017,"4b",9331,"Medio alto",258,256,73.7814192949685,70.9758815092513,64.6083669970623,75.8313969777131,"MEDIO-BAJO"
"19246",2017,"4b",111,"Medio",260,242,71.2145237480366,76.2645027163921,61.3621176061832,76.4038195124917,"MEDIO-BAJO"
"19247",2017,"4b",11472,"Bajo",233,222,73.5263902342251,67.3441698237184,55.481154503501,67.7168130700736,"MEDIO"
"19248",2017,"4b",11472,"Bajo",233,222,73.5263902342251,67.3441698237184,55.481154503501,67.7168130700736,"MEDIO-BAJO"
"19249",2017,"4b",6652,"Medio bajo",267,235,71.6075804407688,81.1464745959578,58.9219914152236,71.1694866508422,"MEDIO"
"19250",2017,"4b",6652,"Medio bajo",267,235,71.6075804407688,81.1464745959578,58.9219914152236,71.1694866508422,"ALTO"
"19251",2017,"4b",9308,"Medio bajo",226,230,67.2179121733534,60.7799316693156,63.051900345317,65.6899718397394,"INSUFICIENTE"
"19252",2017,"4b",7242,"Bajo",264,242,71.9233996273469,72.3859312737092,72.2726099462484,84.861793543817,"MEDIO"
"19253",2017,"4b",10021,"Medio",254,255,71.8078297802464,72.1321002743901,69.5501155743122,73.2213205161521,"MEDIO"
"19254",2017,"4b",9884,"Medio bajo",256,265,77.9028495530152,74.862658557005,68.9128249185967,82.6382358786876,"MEDIO-BAJO"
"19255",2017,"4b",9884,"Medio bajo",256,265,77.9028495530152,74.862658557005,68.9128249185967,82.6382358786876,"MEDIO"
"19256",2017,"4b",25275,"Medio",223,211,75.7429254490934,68.9488728125141,65.3578344049978,73.6381984886358,"MEDIO-BAJO"
"19257",2017,"4b",14212,"Medio bajo",244,245,74.3106441905449,73.9607357754961,71.4051366259157,79.7030821601052,"MEDIO"
"19258",2017,"4b",303,"Medio",263,276,75.8813205946292,76.4775648538015,70.3682642562371,81.0104772674276,"MEDIO-BAJO"
"19259",2017,"4b",10121,"Medio bajo",225,234,71.7700347118264,66.018994047546,71.3216515103271,79.9973672785704,"SIN CATEGORIA: FALTA DE INFORMACIÓN"
"19260",2017,"4b",10121,"Medio bajo",225,234,71.7700347118264,66.018994047546,71.3216515103271,79.9973672785704,"INSUFICIENTE"
"19261",2017,"4b",6552,"Bajo",277,292,72.4100580512065,80.8490782473955,77.8186458653439,72.2380891476264,"INSUFICIENTE"
"19262",2017,"4b",6552,"Bajo",277,292,72.4100580512065,80.8490782473955,77.8186458653439,72.2380891476264,"SIN CATEGORIA: BAJA MATRICULA"
"19263",2017,"4b",9208,"Medio",283,270,78.4695292265889,78.2473334676254,72.481500993449,79.6292749822031,"MEDIO-BAJO"
"19264",2017,"4b",9208,"Medio",283,270,78.4695292265889,78.2473334676254,72.481500993449,79.6292749822031,"MEDIO"
"19265",2017,"4b",2461,"Bajo",262,244,80.9086629937998,79.2024518730033,69.5389886181067,85.1140313453354,"MEDIO-BAJO"
"19266",2017,"4b",2461,"Bajo",262,244,80.9086629937998,79.2024518730033,69.5389886181067,85.1140313453354,"MEDIO"
"19267",2017,"4b",7465,"Medio bajo",232,211,82.8779032368972,79.4442647181409,77.7342063946345,77.9777320728312,"SIN CATEGORIA: BAJA MATRICULA"
"19268",2017,"4b",6944,"Bajo",279,223,70.451314486362,77.2041941321787,80.2866049062252,79.8930666561034,"SIN CATEGORIA: BAJA MATRICULA"
"19269",2017,"4b",6944,"Bajo",279,223,70.451314486362,77.2041941321787,80.2866049062252,79.8930666561034,"MEDIO"
"19270",2017,"4b",9729,"Medio bajo",229,220,79.3526288962314,68.8260050467088,72.5691896173035,75.9002350721825,"INSUFICIENTE"
"19271",2017,"4b",10774,"Medio bajo",252,225,71.3145950736373,67.8999524310481,70.5250544766992,77.4709667687774,"MEDIO-BAJO"
"19272",2017,"4b",24883,"Bajo",235,230,72.4003261551944,66.2925077364362,61.7873192889593,75.5008038847109,"INSUFICIENTE"
"19273",2017,"4b",2745,"Medio bajo",252,258,71.9362800358276,72.9821414929465,64.003274304777,74.1990183640836,"MEDIO"
"19274",2017,"4b",5899,"Medio bajo",230,210,80.9151187272886,72.2396082339917,70.9696702137164,80.3164212417997,"MEDIO"
"19275",2017,"4b",9600,"Medio bajo",223,214,68.185579496848,65.9938446058788,58.9442356228367,68.3493327246073,"INSUFICIENTE"
"19276",2017,"4b",2069,"Medio bajo",279,259,84.1089301356197,83.3839640710937,79.2132522538359,87.7784574773867,"SIN CATEGORIA: BAJA MATRICULA"
"19277",2017,"4b",2069,"Medio bajo",279,259,84.1089301356197,83.3839640710937,79.2132522538359,87.7784574773867,"ALTO"
"19278",2017,"4b",103,"Medio bajo",247,238,70.7411164815049,76.7809305696236,68.0325598763947,79.3352270614295,"INSUFICIENTE"
"19279",2017,"4b",103,"Medio bajo",247,238,70.7411164815049,76.7809305696236,68.0325598763947,79.3352270614295,"MEDIO-BAJO"
"19280",2017,"4b",5009,"Medio",309,296,76.4655037072516,88.8349216383734,78.8089678125677,84.3323354623438,"ALTO"
"19281",2017,"4b",7665,"Medio bajo",286,270,78.9820758918418,80.138648314203,71.5172638144008,86.1413452516661,"MEDIO"
