"","Agno","Grado","rbd","Grupo_socioeconomico","PtjeLectura","PtjeMatematica","Autoestima","Convivencia","HabitosSaludables","FormacionCiudadana","Desempeno"
"11678",2017,"4b",10282,"Medio",282,263,78.363264752078,75.8571456897041,61.5583525956186,77.3248420249624,"MEDIO"
"11679",2017,"4b",1377,"Bajo",234,242,74.4477071385628,58.1368956515335,70.1239023760893,69.636454220074,"MEDIO"
"11680",2017,"4b",1377,"Bajo",234,242,74.4477071385628,58.1368956515335,70.1239023760893,69.636454220074,"MEDIO-BAJO"
"11681",2017,"4b",5462,"Bajo",331,303,68.2898340725613,62.5974787045513,59.6808154805778,66.4800191962199,"SIN CATEGORIA: BAJA MATRICULA"
"11682",2017,"4b",31430,"Medio bajo",282,259,77.6478782996551,79.2633769668934,68.9823724889417,81.9489420960629,"MEDIO"
"11683",2017,"4b",6444,"Bajo",291,227,74.0479640331017,66.340358397025,71.7618393054752,79.9105375343638,"SIN CATEGORIA: BAJA MATRICULA"
"11684",2017,"4b",4280,"Medio bajo",242,229,74.6893571680376,73.7745267081853,70.8231254920113,76.5214164191587,"MEDIO"
"11685",2017,"4b",3198,"Medio bajo",0,0,78.6479846425877,66.9403696324972,60.9803799203068,74.6160411350054,"SIN CATEGORIA: BAJA MATRICULA"
"11686",2017,"4b",9100,"Medio alto",303,304,73.5865824039701,76.8147768972992,67.9210334675429,75.3146670314284,"ALTO"
"11687",2017,"4b",10182,"Medio bajo",264,276,75.8454254459669,77.9961745867406,71.4608614373757,82.9948985649228,"MEDIO"
"11688",2017,"4b",5854,"Bajo",252,240,66.7600762092871,73.9297940740334,64.092163369487,75.8022326933039,"MEDIO"
"11689",2017,"4b",3012,"Alto",314,312,76.8900066418681,79.7024020633081,73.7397405386262,79.6262657769965,"ALTO"
"11690",2017,"4b",11241,"Medio bajo",246,260,74.9974156658762,75.0624445595172,58.4650143921594,56.2082522878405,"MEDIO-BAJO"
"11691",2017,"4b",11241,"Medio bajo",246,260,74.9974156658762,75.0624445595172,58.4650143921594,56.2082522878405,"SIN CATEGORIA: BAJA MATRICULA"
"11692",2017,"4b",6996,"Medio bajo",251,248,70.1472273637033,73.1958433367848,59.20198280887,70.7651952619951,"SIN CATEGORIA: BAJA MATRICULA"
"11693",2017,"4b",8917,"Alto",308,299,74.1848656317656,77.3194993015653,75.8204384661208,79.2773851153226,"ALTO"
"11694",2017,"4b",20324,"Medio",235,238,70.9150459345006,71.5984439304638,69.2758134012645,74.3207031279256,"SIN CATEGORIA: BAJA MATRICULA"
"11695",2017,"4b",20324,"Medio",235,238,70.9150459345006,71.5984439304638,69.2758134012645,74.3207031279256,"MEDIO-BAJO (NUEVO)"
"11696",2017,"4b",20324,"Medio",235,238,70.9150459345006,71.5984439304638,69.2758134012645,74.3207031279256,"MEDIO-BAJO"
"11697",2017,"4b",1755,"Medio",257,249,65.0231901011083,73.3861484474694,64.7666541120025,68.7290462864218,"MEDIO"
"11698",2017,"4b",4672,"Medio",272,284,72.4599291634829,76.5152496116168,70.4721959648485,75.7217527510291,"ALTO"
"11699",2017,"4b",4672,"Medio",272,284,72.4599291634829,76.5152496116168,70.4721959648485,75.7217527510291,"MEDIO"
"11700",2017,"4b",10245,"Medio",275,289,75.6615274269313,73.0004531749782,70.6446019841423,77.2789911153353,"MEDIO"
"11701",2017,"4b",9913,"Medio",237,232,69.2079420196965,70.1314383006536,67.4795510312092,78.2799876229435,"MEDIO-BAJO"
"11702",2017,"4b",3060,"Bajo",232,241,81.9078077597589,76.8387454002904,76.3851262004682,87.039526253847,"MEDIO"
"11703",2017,"4b",6023,"Medio",263,239,70.7474323796585,83.4315475681837,72.1669318047339,89.584254451208,"SIN CATEGORIA: BAJA MATRICULA"
"11704",2017,"4b",8894,"Alto",315,309,78.5035988000372,82.4563490010277,75.6584377689221,82.4719022973694,"MEDIO"
"11705",2017,"4b",8894,"Alto",315,309,78.5035988000372,82.4563490010277,75.6584377689221,82.4719022973694,"ALTO"
"11706",2017,"4b",24214,"Medio",250,233,71.2610340262758,76.7899245139377,72.6470370536555,78.203429731983,"MEDIO"
"11707",2017,"4b",24214,"Medio",250,233,71.2610340262758,76.7899245139377,72.6470370536555,78.203429731983,"MEDIO-BAJO"
"11708",2017,"4b",25542,"Medio bajo",273,263,77.0788515942872,67.5715070676485,64.4344685769633,75.2564794351359,"MEDIO-BAJO"
"11709",2017,"4b",25542,"Medio bajo",273,263,77.0788515942872,67.5715070676485,64.4344685769633,75.2564794351359,"MEDIO"
"11710",2017,"4b",7234,"Bajo",271,253,73.5042791386446,77.9472936895301,62.1820527564754,77.1333203623802,"MEDIO"
"11711",2017,"4b",7234,"Bajo",271,253,73.5042791386446,77.9472936895301,62.1820527564754,77.1333203623802,"ALTO"
"11712",2017,"4b",72,"Medio",207,230,80.7027838757462,90.1743511227753,70.2935811625551,76.9676358065495,"SIN CATEGORIA: BAJA MATRICULA"
"11713",2017,"4b",12853,"Medio alto",276,265,75.4462615638126,78.9333510263621,73.3879864821286,82.5821295100222,"MEDIO"
"11714",2017,"4b",31161,"Medio",262,253,75.5254455326825,76.2429361765368,76.3678045520417,83.4541694642579,"MEDIO"
"11715",2017,"4b",10199,"Medio",246,240,74.5874291378027,74.4862280245073,65.329655822743,79.5840952861894,"MEDIO-BAJO"
"11716",2017,"4b",10199,"Medio",246,240,74.5874291378027,74.4862280245073,65.329655822743,79.5840952861894,"INSUFICIENTE"
"11717",2017,"4b",5714,"Medio bajo",235,216,65.8365822579868,64.2735133893532,68.5398280936718,72.1777708020484,"MEDIO-BAJO"
"11718",2017,"4b",5714,"Medio bajo",235,216,65.8365822579868,64.2735133893532,68.5398280936718,72.1777708020484,"MEDIO"
"11719",2017,"4b",25350,"Medio",247,252,75.1001997198177,81.2885554348093,74.0147945279917,81.748131941242,"MEDIO"
"11720",2017,"4b",13116,"Medio",0,0,NA,81.5859654958712,80.3305367363396,75.3256289464113,"SIN CATEGORIA: BAJA MATRICULA"
"11721",2017,"4b",1801,"Medio alto",294,293,70.6806914794408,68.478431407589,68.1074787240018,71.6927138852495,"MEDIO"
"11722",2017,"4b",1469,"Medio bajo",250,238,76.137755776454,73.2842891402155,65.090619827891,80.725102499314,"MEDIO-BAJO"
"11723",2017,"4b",5737,"Medio bajo",290,274,70.1596403247331,75.0179864343023,73.2705914804073,77.371415576846,"MEDIO"
"11724",2017,"4b",5737,"Medio bajo",290,274,70.1596403247331,75.0179864343023,73.2705914804073,77.371415576846,"ALTO"
"11725",2017,"4b",6192,"Medio bajo",232,229,62.4559633139477,79.7331883362071,56.1760032795478,72.6061453535775,"SIN CATEGORIA: BAJA MATRICULA"
"11726",2017,"4b",3106,"Bajo",283,256,70.5344275696053,68.1314799863637,75.8568495659848,79.2658808381035,"SIN CATEGORIA: BAJA MATRICULA"
"11727",2017,"4b",9721,"Bajo",230,246,65.4254026986537,69.8810335601747,62.8253754366677,69.2895236497315,"MEDIO"
"11728",2017,"4b",9721,"Bajo",230,246,65.4254026986537,69.8810335601747,62.8253754366677,69.2895236497315,"MEDIO-BAJO"
"11729",2017,"4b",7188,"Bajo",0,0,91.4175609302259,74.4866719343673,47.8153574620948,54.5538805821258,"SIN CATEGORIA: BAJA MATRICULA"
"11730",2017,"4b",335,"Medio",262,239,76.009664801518,75.8161301425549,63.4477596841608,78.9834938179597,"MEDIO-BAJO"
"11731",2017,"4b",5499,"Bajo",288,283,78.451250211663,86.6776956091085,76.641532273771,85.0082251145517,"MEDIO"
"11732",2017,"4b",5499,"Bajo",288,283,78.451250211663,86.6776956091085,76.641532273771,85.0082251145517,"SIN CATEGORIA: BAJA MATRICULA"
"11733",2017,"4b",5499,"Bajo",288,283,78.451250211663,86.6776956091085,76.641532273771,85.0082251145517,"ALTO"
"11734",2017,"4b",8748,"Alto",322,320,74.5373106557446,80.4672596277871,74.9940921025148,82.0843641990039,"ALTO"
"11735",2017,"4b",1586,"Medio alto",280,265,71.6168533917716,70.6066991212379,68.9492789324625,71.9349158874833,"MEDIO"
"11736",2017,"4b",2914,"Medio bajo",289,251,89.0339956808044,80.5492475976548,92.9231297887967,90.597842376726,"SIN CATEGORIA: BAJA MATRICULA"
"11737",2017,"4b",8470,"Medio",321,281,73.211721992756,77.6172891063848,68.1110746049432,73.2515749153789,"SIN CATEGORIA: BAJA MATRICULA"
"11738",2017,"4b",4271,"Medio bajo",250,225,71.6201128456942,68.8430009767336,73.195610827178,79.8568312633742,"MEDIO-BAJO"
"11739",2017,"4b",12970,"Medio alto",295,284,74.7027777524288,80.2462030248737,72.6325032015284,78.5383335861971,"MEDIO"
"11740",2017,"4b",3158,"Bajo",0,0,80.1642122453032,85.4689198765354,80.7208025898755,83.9508059357523,"SIN CATEGORIA: BAJA MATRICULA"
"11741",2017,"4b",4486,"Bajo",258,251,77.2055694649222,69.8889642382009,51.832871978407,63.138586437254,"SIN CATEGORIA: BAJA MATRICULA"
"11742",2017,"4b",4486,"Bajo",258,251,77.2055694649222,69.8889642382009,51.832871978407,63.138586437254,"MEDIO"
"11743",2017,"4b",4486,"Bajo",258,251,77.2055694649222,69.8889642382009,51.832871978407,63.138586437254,"ALTO"
"11744",2017,"4b",2820,"Bajo",280,257,76.9938332265604,78.4981379447402,80.5511853561358,85.5749701609884,"ALTO"
"11745",2017,"4b",1609,"Medio",246,238,72.1403965728395,67.6628562382008,62.9337428006438,74.9831027198494,"MEDIO-BAJO"
"11746",2017,"4b",1609,"Medio",246,238,72.1403965728395,67.6628562382008,62.9337428006438,74.9831027198494,"MEDIO"
"11747",2017,"4b",7443,"Bajo",264,222,73.0819078780222,66.7688480113604,54.0773078164761,68.6522392647234,"MEDIO"
"11748",2017,"4b",7443,"Bajo",264,222,73.0819078780222,66.7688480113604,54.0773078164761,68.6522392647234,"MEDIO-BAJO"
"11749",2017,"4b",15601,"Medio alto",285,286,73.5644071224915,78.4044485080072,70.3775994275465,77.9417668477399,"MEDIO"
"11750",2017,"4b",15601,"Medio alto",285,286,73.5644071224915,78.4044485080072,70.3775994275465,77.9417668477399,"ALTO"
"11751",2017,"4b",15632,"Medio bajo",227,245,69.090582676994,71.4629249483714,63.7128431566043,73.7048232224078,"MEDIO"
"11752",2017,"4b",15632,"Medio bajo",227,245,69.090582676994,71.4629249483714,63.7128431566043,73.7048232224078,"MEDIO-BAJO"
"11753",2017,"4b",2966,"Medio bajo",226,212,74.1593576327732,74.7272443643301,67.570407771197,72.7468866173759,"MEDIO-BAJO"
"11754",2017,"4b",2966,"Medio bajo",226,212,74.1593576327732,74.7272443643301,67.570407771197,72.7468866173759,"MEDIO"
"11755",2017,"4b",14373,"Medio",247,244,81.3582406099521,78.8696446191951,80.6782918064864,87.4129252621348,"MEDIO-BAJO"
"11756",2017,"4b",14373,"Medio",247,244,81.3582406099521,78.8696446191951,80.6782918064864,87.4129252621348,"INSUFICIENTE"
"11757",2017,"4b",12876,"Alto",291,283,74.0102360316574,82.4851642777402,80.6797986694662,83.3433801602506,"MEDIO"
"11758",2017,"4b",2989,"Bajo",252,257,80.1668799108954,83.8715620601998,79.6749119740728,86.4938086435456,"SIN CATEGORIA: BAJA MATRICULA"
"11759",2017,"4b",2989,"Bajo",252,257,80.1668799108954,83.8715620601998,79.6749119740728,86.4938086435456,"ALTO"
"11760",2017,"4b",5522,NA,NA,NA,NA,NA,NA,NA,"SIN CATEGORIA: BAJA MATRICULA"
"11761",2017,"4b",358,"Alto",298,276,78.0513173148376,74.9334163263541,76.8033877263697,81.2530924781326,"MEDIO"
"11762",2017,"4b",5768,"Bajo",0,0,71.2566354068902,69.9989577960937,64.3108197176947,68.9532822402118,"ALTO"
"11763",2017,"4b",5768,"Bajo",0,0,71.2566354068902,69.9989577960937,64.3108197176947,68.9532822402118,"MEDIO"
"11764",2017,"4b",11473,"Bajo",319,229,65.7392824687341,85.2731772037967,82.8349108792605,77.1719911196125,"SIN CATEGORIA: BAJA MATRICULA"
"11765",2017,"4b",1563,"Medio bajo",262,281,80.5596527840833,64.1367902946731,69.1287667168594,63.8056287176645,"MEDIO-BAJO"
"11766",2017,"4b",1563,"Medio bajo",262,281,80.5596527840833,64.1367902946731,69.1287667168594,63.8056287176645,"MEDIO"
"11767",2017,"4b",11719,"Bajo",239,221,73.9669335399069,70.7893225419865,67.3435403464338,76.8869034818823,"MEDIO"
"11768",2017,"4b",25465,"Medio bajo",271,248,70.7846436383932,69.1873878243194,68.0048951172201,70.484394963172,"MEDIO-BAJO"
"11769",2017,"4b",25465,"Medio bajo",271,248,70.7846436383932,69.1873878243194,68.0048951172201,70.484394963172,"MEDIO"
"11770",2017,"4b",25711,"Bajo",242,220,71.4456516638011,68.0486796501777,64.5279713212706,73.8866357858857,"INSUFICIENTE"
"11771",2017,"4b",25711,"Bajo",242,220,71.4456516638011,68.0486796501777,64.5279713212706,73.8866357858857,"MEDIO-BAJO"
"11772",2017,"4b",8579,"Medio bajo",229,233,76.8364267948074,72.753576004771,64.7329301755528,80.314373005709,"INSUFICIENTE"
"11773",2017,"4b",10168,"Medio",251,260,76.6483316707592,74.1940851049958,73.3654852678217,80.392494389943,"MEDIO"
"11774",2017,"4b",40298,"Medio",252,243,79.6310740046773,79.0178949831581,75.0793595894223,82.1800377537751,"MEDIO-BAJO"
"11775",2017,"4b",40298,"Medio",252,243,79.6310740046773,79.0178949831581,75.0793595894223,82.1800377537751,"INSUFICIENTE"
"11776",2017,"4b",1346,"Medio bajo",263,233,84.3132129095694,81.4910587169572,87.9069357834324,90.6346510197847,"MEDIO"
"11777",2017,"4b",1346,"Medio bajo",263,233,84.3132129095694,81.4910587169572,87.9069357834324,90.6346510197847,"MEDIO-BAJO"
"11778",2017,"4b",8247,"Bajo",298,265,81.6374095906701,83.770679288358,81.8772236168763,86.7518427352747,"ALTO"
"11779",2017,"4b",1500,"Medio bajo",243,232,71.1339999210915,75.3535252771009,68.1133545442592,77.7949767405411,"MEDIO"
"11780",2017,"4b",1500,"Medio bajo",243,232,71.1339999210915,75.3535252771009,68.1133545442592,77.7949767405411,"MEDIO-BAJO"
"11781",2017,"4b",10560,"Bajo",257,248,72.813179223127,72.9280222002448,65.4538113892547,76.8445920537513,"INSUFICIENTE"
"11782",2017,"4b",10560,"Bajo",257,248,72.813179223127,72.9280222002448,65.4538113892547,76.8445920537513,"MEDIO"
"11783",2017,"4b",7357,"Bajo",269,267,70.6886064525362,77.1994257192273,65.5602485298401,74.6374555128829,"ALTO"
"11784",2017,"4b",7357,"Bajo",269,267,70.6886064525362,77.1994257192273,65.5602485298401,74.6374555128829,"MEDIO"
"11785",2017,"4b",7357,"Bajo",269,267,70.6886064525362,77.1994257192273,65.5602485298401,74.6374555128829,"SIN CATEGORIA: BAJA MATRICULA"
"11786",2017,"4b",8685,"Medio bajo",244,249,72.4241942052897,69.5013554722062,65.0958645362967,69.2091160337185,"MEDIO"
"11787",2017,"4b",410,"Medio bajo",245,241,71.8489449103346,75.3891426917999,66.9664032533172,79.1034264980045,"INSUFICIENTE"
"11788",2017,"4b",410,"Medio bajo",245,241,71.8489449103346,75.3891426917999,66.9664032533172,79.1034264980045,"MEDIO-BAJO"
"11789",2017,"4b",527,"Medio",242,229,75.6658490782053,72.074734561799,72.9287846703417,78.9065887006504,"INSUFICIENTE"
"11790",2017,"4b",3029,"Bajo",273,237,85.2847301859326,95.6468715030692,86.2111642580628,94.4506701003503,"SIN CATEGORIA: BAJA MATRICULA"
"11791",2017,"4b",3029,"Bajo",273,237,85.2847301859326,95.6468715030692,86.2111642580628,94.4506701003503,"MEDIO"
"11792",2017,"4b",4357,"Bajo",304,277,76.7956373523263,67.0608249476882,68.390557654596,71.7123473900405,"SIN CATEGORIA: BAJA MATRICULA"
"11793",2017,"4b",12515,"Medio alto",274,254,73.7808859659336,76.0024906088053,74.0499972745885,79.9356084715748,"MEDIO-BAJO"
"11794",2017,"4b",22548,"Medio bajo",0,0,64.7585924484674,NA,67.7384189089947,74.018513079064,"SIN CATEGORIA: BAJA MATRICULA"
"11795",2017,"4b",1738,"Medio",282,263,74.1952518330935,78.68621511282,72.8154403432215,79.3798033055633,"ALTO"
"11796",2017,"4b",1738,"Medio",282,263,74.1952518330935,78.68621511282,72.8154403432215,79.3798033055633,"MEDIO"
"11797",2017,"4b",20046,"Medio",272,276,73.8770003562808,79.511228844899,73.2493269513019,77.1482741158824,"MEDIO"
"11798",2017,"4b",7689,"Medio bajo",232,209,59.1231062966547,64.3148962938979,70.9903085047136,70.99456682869,"SIN CATEGORIA: BAJA MATRICULA"
"11799",2017,"4b",7297,"Medio bajo",0,0,80.4393025130872,96.3936298942419,88.5859327385675,85.1916993711148,"SIN CATEGORIA: BAJA MATRICULA"
"11800",2017,"4b",15526,"Medio bajo",284,280,71.6264886770465,74.8407001248451,75.5023242186787,74.6323273389444,"MEDIO"
"11801",2017,"4b",7643,"Medio bajo",228,232,74.5472098815209,76.9176911033619,67.259935360675,77.6686938442076,"MEDIO"
"11802",2017,"4b",7643,"Medio bajo",228,232,74.5472098815209,76.9176911033619,67.259935360675,77.6686938442076,"MEDIO-BAJO"
"11803",2017,"4b",3020,"Medio bajo",278,265,71.4704556645781,66.542910600685,63.5768661643928,72.1287304975873,"MEDIO"
"11804",2017,"4b",10606,"Medio",267,260,69.7402030613557,78.8866847727563,73.6533637487291,81.0145044386965,"MEDIO"
"11805",2017,"4b",10606,"Medio",267,260,69.7402030613557,78.8866847727563,73.6533637487291,81.0145044386965,"ALTO"
"11806",2017,"4b",1692,"Medio bajo",256,240,70.1953778561666,76.5307297949431,69.6360300859925,80.3326382522777,"MEDIO-BAJO"
"11807",2017,"4b",1692,"Medio bajo",256,240,70.1953778561666,76.5307297949431,69.6360300859925,80.3326382522777,"MEDIO"
"11808",2017,"4b",4311,"Medio bajo",266,260,77.9427420340628,64.9698356243197,66.3490805829781,73.196136853242,"ALTO"
"11809",2017,"4b",4311,"Medio bajo",266,260,77.9427420340628,64.9698356243197,66.3490805829781,73.196136853242,"MEDIO"
"11810",2017,"4b",3229,"Bajo",0,0,77.4095099430125,81.5685948186663,81.9145305693862,88.1245604411607,"SIN CATEGORIA: BAJA MATRICULA"
"11811",2017,"4b",8639,"Medio alto",296,266,76.9001640512981,79.8517274476219,74.0245756322007,79.2833920026209,"MEDIO"
"11812",2017,"4b",8639,"Medio alto",296,266,76.9001640512981,79.8517274476219,74.0245756322007,79.2833920026209,"ALTO"
"11813",2017,"4b",10159,"Medio",236,232,68.5128256934805,70.9181062898714,73.8896786531003,72.8466874144542,"MEDIO-BAJO"
"11814",2017,"4b",10159,"Medio",236,232,68.5128256934805,70.9181062898714,73.8896786531003,72.8466874144542,"MEDIO"
"11815",2017,"4b",10752,"Medio bajo",256,232,66.164896947442,69.1827827298113,62.9811034219582,71.7257866639758,"INSUFICIENTE"
"11816",2017,"4b",10752,"Medio bajo",256,232,66.164896947442,69.1827827298113,62.9811034219582,71.7257866639758,"MEDIO-BAJO"
"11817",2017,"4b",12323,"Medio bajo",223,244,68.3438351865095,62.3762866925367,64.7210197438745,64.4622822481237,"MEDIO"
"11818",2017,"4b",4503,"Medio bajo",343,306,90.639133236501,90.4249186949131,90.9421304588591,94.4951331422662,"SIN CATEGORIA: BAJA MATRICULA"
"11819",2017,"4b",5831,"Medio",274,265,76.2005304652555,74.0202018552999,73.876139190471,80.977951246944,"MEDIO-BAJO"
"11820",2017,"4b",5831,"Medio",274,265,76.2005304652555,74.0202018552999,73.876139190471,80.977951246944,"MEDIO"
"11821",2017,"4b",10105,"Medio bajo",210,203,71.5180339800081,64.5790972733129,61.6442496690888,74.7666601629153,"INSUFICIENTE"
"11822",2017,"4b",8439,"Medio",246,233,69.5961701320578,70.7469540902597,59.3254603483997,69.8692182976008,"MEDIO-BAJO"
"11823",2017,"4b",8439,"Medio",246,233,69.5961701320578,70.7469540902597,59.3254603483997,69.8692182976008,"MEDIO"
"11824",2017,"4b",9767,"Medio alto",294,301,70.1685997477596,76.952757308748,64.0411156857881,78.5566924031982,"MEDIO"
"11825",2017,"4b",25751,"Medio alto",276,269,74.1569844389958,73.4934529977229,70.8601834020021,79.0494083435865,"MEDIO"
"11826",2017,"4b",4941,"Bajo",0,0,81.04033843609,89.3196704678612,92.3381486691394,92.7227454565702,"SIN CATEGORIA: BAJA MATRICULA"
"11827",2017,"4b",8533,"Medio alto",278,255,72.920712309878,72.9101154982062,73.3145568456476,79.4754959017636,"MEDIO"
"11828",2017,"4b",8533,"Medio alto",278,255,72.920712309878,72.9101154982062,73.3145568456476,79.4754959017636,"MEDIO-BAJO"
"11829",2017,"4b",8631,"Medio bajo",268,249,71.314585978119,67.5105866067406,59.6480502458473,72.8874657232126,"MEDIO"
"11830",2017,"4b",3467,"Bajo",225,228,74.4459613034388,73.8845415655335,60.5549547872402,81.5706070168039,"SIN CATEGORIA: BAJA MATRICULA"
"11831",2017,"4b",3467,"Bajo",225,228,74.4459613034388,73.8845415655335,60.5549547872402,81.5706070168039,"MEDIO-BAJO"
"11832",2017,"4b",8877,"Alto",308,308,69.2065972968624,74.6091495729681,66.7117733852646,73.0752366597281,"ALTO"
"11833",2017,"4b",22356,"Medio",265,240,73.7294384033077,71.3968014663461,68.4040271501207,75.6555555664312,"MEDIO"
"11834",2017,"4b",22602,"Medio",267,253,73.6230600493231,68.7838893622772,67.4813342304083,72.6322589600085,"MEDIO"
"11835",2017,"4b",9713,"Medio bajo",211,235,71.3350984108492,64.8232872047669,57.5671810511349,65.9416854907274,"INSUFICIENTE"
"11836",2017,"4b",14782,"Medio",264,265,72.7411481206541,77.2734700770795,76.7001684974332,80.632410666621,"MEDIO"
"11837",2017,"4b",9959,"Medio",252,258,74.471122703578,72.0105995038296,67.7169484328643,76.4060070935753,"MEDIO"
"11838",2017,"4b",9959,"Medio",252,258,74.471122703578,72.0105995038296,67.7169484328643,76.4060070935753,"MEDIO-BAJO"
"11839",2017,"4b",26,"Medio bajo",292,311,73.7068564929884,77.8954299579632,71.6578183530626,80.1535929079558,"MEDIO"
"11840",2017,"4b",26,"Medio bajo",292,311,73.7068564929884,77.8954299579632,71.6578183530626,80.1535929079558,"ALTO"
"11841",2017,"4b",24715,"Alto",308,313,75.1959270225715,83.2240996442648,74.3506352482468,80.2181076031318,"ALTO"
"11842",2017,"4b",25797,"Medio bajo",320,293,75.9893212580727,72.8693882507766,68.5684836190556,76.1512064920849,"MEDIO"
"11843",2017,"4b",25797,"Medio bajo",320,293,75.9893212580727,72.8693882507766,68.5684836190556,76.1512064920849,"MEDIO-BAJO"
"11844",2017,"4b",2436,NA,NA,NA,NA,NA,NA,NA,"SIN CATEGORIA: BAJA MATRICULA"
"11845",2017,"4b",7059,"Medio bajo",273,259,73.56672092792,72.7747159864903,71.9222370491454,76.5164462132097,"MEDIO"
"11846",2017,"4b",7305,"Bajo",273,282,70.6031924664898,73.5587762719939,64.016989512021,73.7646571189968,"SIN CATEGORIA: BAJA MATRICULA"
"11847",2017,"4b",7403,"Medio",255,258,72.3163244236912,78.2875688624533,66.8606692439436,76.3341304214014,"ALTO"
"11848",2017,"4b",7403,"Medio",255,258,72.3163244236912,78.2875688624533,66.8606692439436,76.3341304214014,"MEDIO"
"11849",2017,"4b",3664,"Bajo",269,260,82.6857932109303,90.8290008452146,72.707517740652,89.8783538494491,"MEDIO"
"11850",2017,"4b",9830,"Medio",238,220,70.5493608165044,72.1825381282634,66.085406494967,66.9691435063198,"MEDIO-BAJO"
"11851",2017,"4b",9830,"Medio",238,220,70.5493608165044,72.1825381282634,66.085406494967,66.9691435063198,"INSUFICIENTE"
"11852",2017,"4b",5087,"Medio bajo",268,245,73.8120356440148,75.1163752323017,65.9531723796337,78.1937791692177,"MEDIO"
"11853",2017,"4b",5087,"Medio bajo",268,245,73.8120356440148,75.1163752323017,65.9531723796337,78.1937791692177,"MEDIO-BAJO"
"11854",2017,"4b",3166,"Medio bajo",244,243,75.4963351919171,70.6392127814715,67.2450455078536,76.82687041757,"MEDIO-BAJO"
"11855",2017,"4b",3166,"Medio bajo",244,243,75.4963351919171,70.6392127814715,67.2450455078536,76.82687041757,"MEDIO"
"11856",2017,"4b",9332,"Medio bajo",248,231,73.3368382700145,68.5255029410047,58.6015011706916,68.7920425289732,"MEDIO-BAJO"
"11857",2017,"4b",9332,"Medio bajo",248,231,73.3368382700145,68.5255029410047,58.6015011706916,68.7920425289732,"MEDIO"
"11858",2017,"4b",12747,"Medio bajo",263,238,74.0480037513658,72.4802102619471,65.79441723132,78.5451967893721,"MEDIO"
"11859",2017,"4b",15664,"Medio",274,273,75.8888744717182,76.9131040132407,72.0602952954928,77.3888452575562,"ALTO"
"11860",2017,"4b",15664,"Medio",274,273,75.8888744717182,76.9131040132407,72.0602952954928,77.3888452575562,"MEDIO"
"11861",2017,"4b",2170,"Medio alto",290,287,70.3612492194057,79.1033853068254,72.3352579511039,76.6620858468687,"MEDIO"
"11862",2017,"4b",3687,"Bajo",227,226,66.8563471648975,75.1441027325258,70.9408256924231,67.8680347783807,"SIN CATEGORIA: BAJA MATRICULA"
"11863",2017,"4b",22210,"Medio alto",285,274,68.1992997412901,77.1282045108659,71.2672409664813,72.0573398737297,"MEDIO"
"11864",2017,"4b",7388,"Medio",289,284,71.4719005553326,74.0405972480725,72.2033945890158,75.5734082936475,"ALTO"
"11865",2017,"4b",26335,"Alto",293,301,75.2473829887118,73.2072832123767,70.7451949501282,75.7104776924046,"ALTO"
"11866",2017,"4b",26335,"Alto",293,301,75.2473829887118,73.2072832123767,70.7451949501282,75.7104776924046,"MEDIO"
"11867",2017,"4b",8027,"Bajo",252,205,73.3107850178588,80.1026934760032,69.9534770165643,86.2190573969916,"ALTO"
"11868",2017,"4b",8027,"Bajo",252,205,73.3107850178588,80.1026934760032,69.9534770165643,86.2190573969916,"MEDIO"
"11869",2017,"4b",10849,"Bajo",254,211,78.5161397765004,NA,79.6398021792947,72.335563338182,"SIN CATEGORIA: BAJA MATRICULA"
"11870",2017,"4b",9117,"Medio bajo",257,248,70.024844664372,72.4438571030132,65.1121983994259,73.1460596135146,"MEDIO"
"11871",2017,"4b",13362,"Bajo",0,0,86.0302466948126,88.7148769578394,80.9471256333909,93.5992685739765,"SIN CATEGORIA: BAJA MATRICULA"
"11872",2017,"4b",2883,"Medio bajo",271,288,77.835736618686,75.1332270121266,84.259474942247,87.0528979643521,"MEDIO"
"11873",2017,"4b",6129,"Medio bajo",305,0,90.5310879120707,NA,99.2192135121771,91.3464032400171,"SIN CATEGORIA: BAJA MATRICULA"
"11874",2017,"4b",9046,"Alto",320,313,73.496561460562,79.8091946831569,69.2631768899269,77.4194460709422,"ALTO"
"11875",2017,"4b",16448,"Medio",305,296,74.061809916669,79.4093169338195,69.7335481025282,76.0172571329433,"ALTO"
"11876",2017,"4b",5800,"Bajo",248,194,65.4931290997497,69.6163550563391,56.6892794851431,86.4265979161012,"SIN CATEGORIA: BAJA MATRICULA"
"11877",2017,"4b",5110,"Bajo",244,222,70.0673127751571,72.8864721516239,62.9367850922464,75.3923926815777,"MEDIO"
"11878",2017,"4b",10520,"Medio bajo",245,241,76.6231591617631,77.5913909389622,69.9196830401529,81.4254545490497,"MEDIO-BAJO"
"11879",2017,"4b",3856,"Medio bajo",277,295,83.5111571837811,85.479151586912,84.3499335907407,90.5983484729366,"ALTO"
"11880",2017,"4b",18180,"Medio bajo",0,0,70.7887144007113,81.9418310879447,89.7068960969753,91.1514663416343,"SIN CATEGORIA: BAJA MATRICULA"
"11881",2017,"4b",25127,"Alto",299,288,82.7502639832244,85.4904996638621,82.0653702902036,82.0263996643275,"MEDIO"
"11882",2017,"4b",770,"Alto",313,309,78.6226411893959,82.498588415034,73.9057841247517,80.9841547556756,"ALTO"
